,eta,calorie
5371,32,2507
5372,33,2591
5373,18,2571
5374,37,2344
5375,58,2053
5376,65,1924
5377,33,2581
5378,70,2102
5379,31,2356
5380,24,2406
5381,62,2191
5382,70,1812
5383,29,2426
5384,63,2261
5385,47,2499
5386,27,2322
5387,46,2277
5388,61,1889
5389,22,2773
5390,28,2879
5391,51,2322
5392,69,2205
5393,57,2451
5394,57,2402
5395,19,2640
5396,70,2296
5397,53,2430
5398,25,2338
5399,59,2160
5400,49,2403
5401,35,2484
5402,19,2424
5403,62,2052
5404,58,2152
5405,67,1965
5406,22,2361
5407,62,1863
5408,36,2558
5409,47,2266
5410,41,2139
5411,55,2496
5412,43,2062
5413,40,2118
5414,56,2357
5415,58,2238
5416,36,2187
5417,69,2034
5418,36,2343
5419,39,2292
5420,23,2497
5421,47,2189
5422,32,2312
5423,48,2461
5424,38,2123
5425,49,2285
5426,52,2105
5427,28,2373
5428,62,1868
5429,48,2097
5430,70,2129
5431,50,2029
5432,39,2550
5433,46,2174
5434,50,2425
5435,47,2025
5436,60,1872
5437,56,2424
5438,68,1924
5439,44,2420
5440,42,2093
5441,22,2750
5442,40,2025
5443,30,2139
5444,61,2132
5445,49,2423
5446,28,2593
5447,45,2005
5448,29,2829
5449,63,1889
5450,52,2053
5451,64,2121
5452,69,2270
5453,53,2334
5454,21,2821
5455,28,2641
5456,58,2079
5457,27,2533
5458,50,2464
5459,27,2412
5460,32,2297
5461,60,2196
5462,48,2131
5463,68,1860
5464,31,2474
5465,61,2051
5466,65,2226
5467,56,2486
5468,56,2085
5469,60,1864
5470,17,2514
5471,45,2500
5472,32,2501
5473,52,2107
5474,68,1857
5475,21,2338
5476,55,2344
5477,27,2587
5478,28,2342
5479,32,2519
5480,20,2595
5481,58,2339
5482,46,2307
5483,45,2210
5484,66,2208
5485,28,2561
5486,26,2800
5487,60,2054
5488,23,2434
5489,59,2445
5490,25,2643
5491,28,2381
5492,18,2400
5493,46,2276
5494,42,2326
5495,28,2738
5496,19,2693
5497,25,2856
5498,43,2058
5499,32,2468
5500,62,2148
5501,42,2078
5502,68,2116
5503,63,1871
5504,48,2045
5505,37,2033
5506,31,2507
5507,34,2518
5508,45,2340
5509,62,2132
5510,46,2367
5511,48,2184
5512,41,2151
5513,19,2756
5514,59,2135
5515,38,2008
5516,34,2046
5517,55,2085
5518,41,2386
5519,45,2500
5520,25,2531
5521,47,2367
5522,33,2460
5523,67,2179
5524,58,2414
5525,66,1826
5526,34,2432
5527,25,2540
5528,26,2862
5529,56,2165
5530,28,2836
5531,23,2780
5532,17,2759
5533,36,2164
5534,49,2126
5535,68,2156
5536,59,2481
5537,36,2329
5538,28,2324
5539,62,2294
5540,37,2371
5541,55,2304
5542,63,1944
5543,55,2293
5544,47,2380
5545,41,2068
5546,41,2381
5547,70,2271
5548,18,2817
5549,33,2269
5550,56,2122
5551,52,2246
5552,35,2413
5553,52,2183
5554,19,2403
5555,18,2645
5556,55,2218
5557,61,2251
5558,47,2469
5559,44,2067
5560,26,2558
5561,40,2489
5562,29,2881
5563,33,2419
5564,33,2025
5565,39,2018
5566,21,2522
5567,38,2303
5568,66,2082
5569,54,2264
5570,52,2090
5571,24,2472
5572,55,2301
5573,33,2520
5574,17,2394
5575,67,1886
5576,26,2647
5577,42,2333
5578,62,2276
5579,52,2065
5580,66,2169
5581,26,2505
5582,28,2397
5583,27,2403
5584,65,1934
5585,18,2371
5586,35,2195
5587,36,2169
5588,66,2087
5589,57,2037
5590,37,2212
5591,31,2471
5592,62,2174
5593,36,2454
5594,52,2251
5595,59,2315
5596,67,2169
5597,52,2284
5598,41,2220
5599,53,2146
5600,46,2039
5601,69,1863
5602,43,2366
5603,53,2165
5604,51,2130
5605,34,2007
5606,67,2141
5607,43,2200
5608,41,2348
5609,43,2227
5610,69,2295
5611,36,2075
5612,30,2513
5613,24,2674
5614,47,2288
5615,21,2814
5616,41,2021
5617,51,2047
5618,51,2431
5619,33,2317
5620,62,2300
5621,43,2359
5622,50,2032
5623,27,2822
5624,34,2165
5625,44,2322
5626,20,2370
5627,70,2235
5628,55,2133
5629,52,2438
5630,49,2362
5631,41,2198
5632,40,2084
5633,20,2467
5634,33,2449
5635,19,2744
5636,44,2376
5637,48,2348
5638,52,2387
5639,28,2566
5640,38,2022
5641,54,2420
5642,39,2267
5643,28,2420
5644,47,2190
5645,50,2484
5646,38,2494
5647,44,2454
5648,70,2060
5649,34,2585
5650,60,1916
5651,49,2469
5652,67,2228
5653,62,1913
5654,54,2382
5655,43,2428
5656,56,2178
5657,64,1979
5658,62,2155
5659,51,2034
5660,44,2133
5661,36,2323
5662,23,2662
5663,59,2358
5664,39,2441
5665,59,2168
5666,36,2135
5667,26,2300
5668,44,2371
5669,40,2439
5670,64,1984
5671,46,2326
5672,57,2105
5673,37,2014
5674,30,2518
5675,39,2457
5676,62,1885
5677,37,2236
5678,46,2140
5679,29,2679
5680,38,2215
5681,61,2260
5682,40,2307
5683,21,2703
5684,69,1805
5685,57,2374
5686,62,2067
5687,67,1850
5688,43,2415
5689,53,2160
5690,58,2004
5691,70,2066
5692,64,1808
5693,66,2286
5694,49,2466
5695,59,2153
5696,21,2857
5697,29,2606
5698,27,2648
5699,42,2332
5700,56,2130
5701,18,2361
5702,65,1993
5703,54,2471
5704,19,2873
5705,60,2092
5706,59,2287
5707,54,2057
5708,33,2046
5709,22,2453
5710,54,2490
5711,38,2296
5712,19,2761
5713,27,2586
5714,41,2022
5715,56,2500
5716,45,2060
5717,19,2479
5718,50,2260
5719,24,2708
5720,68,1918
5721,63,1887
5722,49,2462
5723,40,2334
5724,58,2022
5725,47,2054
5726,46,2337
5727,35,2206
5728,65,2045
5729,33,2225
5730,37,2236
5731,52,2340
5732,57,2294
5733,61,2260
5734,50,2064
5735,49,2399
5736,30,2349
5737,51,2153
5738,37,2480
5739,26,2368
5740,52,2302
5741,46,2132
5742,18,2505
5743,43,2350
5744,52,2335
5745,61,1825
5746,19,2380
5747,58,2238
5748,68,2172
5749,32,2413
5750,17,2541
5751,40,2154
5752,31,2333
5753,68,1847
5754,63,2263
5755,21,2692
5756,54,2189
5757,24,2542
5758,44,2077
5759,65,1883
5760,65,2066
5761,36,2345
5762,70,2021
5763,17,2752
5764,54,2092
5765,36,2207
5766,61,2099
5767,47,2324
5768,59,2264
5769,27,2520
5770,43,2395
5771,21,2585
5772,41,2349
5773,53,2027
5774,52,2467
5775,17,2674
5776,33,2104
5777,32,2005
5778,41,2485
5779,52,2049
5780,36,2320
5781,68,2298
5782,45,2142
5783,23,2520
5784,32,2585
5785,18,2410
5786,67,1886
5787,62,1810
5788,47,2097
5789,40,2079
5790,60,2035
5791,42,2244
5792,38,2226
5793,37,2362
5794,28,2662
5795,48,2057
5796,34,2167
5797,52,2383
5798,23,2530
5799,41,2045
5800,22,2613
5801,55,2239
5802,64,2205
5803,38,2470
5804,35,2005
5805,56,2229
5806,27,2313
5807,54,2391
5808,29,2725
5809,61,2258
5810,33,2375
5811,52,2417
5812,17,2579
5813,39,2569
5814,33,2506
5815,62,1952
5816,65,1885
5817,48,2457
5818,24,2433
5819,34,2017
5820,50,2455
5821,66,2017
5822,21,2696
5823,23,2404
5824,38,2262
5825,22,2606
5826,28,2390
5827,17,2620
5828,56,2021
5829,24,2358
5830,49,2284
5831,64,2159
5832,63,2293
5833,36,2522
5834,58,2286
5835,48,2365
5836,58,2453
5837,51,2133
5838,37,2344
5839,28,2516
5840,47,2421
5841,64,2111
5842,49,2306
5843,17,2406
5844,22,2666
5845,26,2352
5846,19,2575
5847,50,2443
5848,33,2478
5849,24,2378
5850,54,2392
5851,65,2185
5852,45,2322
5853,49,2499
5854,55,2219
5855,70,2005
5856,44,2219
5857,42,2493
5858,43,2281
5859,41,2166
5860,64,2044
5861,46,2155
5862,50,2256
5863,58,2258
5864,61,1941
5865,38,2156
5866,38,2191
5867,22,2659
5868,57,2015
5869,27,2369
5870,56,2214
5871,25,2865
5872,43,2409
5873,51,2175
5874,23,2829
5875,43,2076
5876,18,2327
5877,45,2193
5878,40,2205
5879,55,2238
5880,60,2002
5881,38,2445
5882,25,2870
5883,33,2448
5884,50,2112
5885,51,2329
5886,62,1895
5887,55,2198
5888,42,2248
5889,29,2615
5890,25,2432
5891,44,2355
5892,41,2492
5893,55,2465
5894,56,2210
5895,35,2555
5896,54,2033
5897,26,2379
5898,25,2744
5899,47,2101
5900,52,2382
5901,46,2431
5902,42,2114
5903,55,2282
5904,69,2040
5905,62,1997
5906,27,2418
5907,59,2478
5908,44,2493
5909,34,2109
5910,52,2287
5911,69,1958
5912,56,2034
5913,17,2317
5914,53,2175
5915,17,2679
5916,19,2570
5917,29,2640
5918,19,2841
5919,23,2451
5920,45,2257
5921,38,2352
5922,18,2617
5923,34,2130
5924,26,2855
5925,30,2328
5926,59,2100
5927,26,2341
5928,24,2424
5929,19,2300
5930,43,2302
5931,67,1957
5932,29,2504
5933,26,2334
5934,64,2028
5935,50,2130
5936,69,2288
5937,47,2139
5938,35,2198
5939,32,2099
5940,28,2827
5941,63,1995
5942,36,2271
5943,39,2353
5944,40,2384
5945,36,2405
5946,58,2055
5947,18,2805
5948,64,2177
5949,38,2164
5950,19,2851
5951,18,2389
5952,19,2396
5953,46,2159
5954,61,2279
5955,59,2143
5956,34,2233
5957,51,2437
5958,46,2153
5959,20,2388
5960,30,2136
5961,18,2655
5962,49,2250
5963,24,2842
5964,38,2427
5965,56,2332
5966,55,2425
5967,62,2092
5968,66,1803
5969,23,2560
5970,47,2429
5971,43,2258
5972,28,2659
5973,24,2364
5974,62,1880
5975,49,2036
5976,27,2849
5977,41,2047
5978,31,2110
5979,33,2362
5980,54,2354
5981,70,1951
5982,67,2109
5983,17,2795
5984,31,2072
5985,48,2232
5986,70,1831
5987,37,2257
5988,66,2102
5989,17,2819
5990,38,2075
5991,61,2214
5992,55,2188
5993,69,2048
5994,54,2391
5995,46,2434
5996,38,2597
5997,25,2857
5998,62,1961
5999,33,2242
6000,51,2052
6001,34,2492
6002,39,2504
6003,36,2496
6004,23,2777
6005,49,2184
6006,39,2395
6007,47,2025
6008,62,2008
6009,65,2220
6010,52,2271
6011,25,2618
6012,70,1865
6013,23,2859
6014,45,2252
6015,56,2212
6016,30,2107
6017,66,2135
6018,40,2482
6019,53,2048
6020,59,2368
6021,51,2279
6022,57,2009
6023,30,2080
6024,18,2695
6025,60,2113
6026,18,2304
6027,69,1890
6028,45,2037
6029,31,2579
6030,43,2036
6031,32,2481
6032,27,2820
6033,63,2145
6034,56,2218
6035,50,2419
6036,20,2821
6037,48,2378
6038,50,2340
6039,62,2200
6040,59,2301
6041,28,2506
6042,27,2501
6043,32,2202
6044,68,1862
6045,55,2285
6046,65,2008
6047,19,2319
6048,30,2513
6049,17,2464
6050,22,2694
6051,60,2190
6052,58,2185
6053,33,2432
6054,55,2425
6055,67,1970
6056,65,1808
6057,31,2343
6058,22,2474
6059,40,2379
6060,38,2010
6061,25,2397
6062,38,2165
6063,17,2685
6064,33,2537
6065,30,2511
6066,22,2852
6067,36,2355
6068,38,2036
6069,70,2209
6070,59,2220
6071,19,2501
6072,29,2501
6073,68,2058
6074,47,2443
6075,57,2174
6076,56,2279
6077,44,2042
6078,48,2147
6079,25,2869
6080,17,2483
6081,48,2304
6082,27,2475
6083,60,2127
6084,20,2824
6085,22,2331
6086,69,2140
6087,30,2342
6088,59,2156
6089,65,1938
6090,54,2027
6091,64,2075
6092,45,2029
6093,48,2430
6094,34,2231
6095,47,2298
6096,20,2768
6097,50,2455
6098,57,2063
6099,70,2121
6100,38,2363
6101,28,2671
6102,60,2256
6103,66,2285
6104,62,1811
6105,54,2268
6106,34,2035
6107,69,2137
6108,32,2489
6109,51,2271
6110,65,2010
6111,54,2439
6112,61,2284
6113,24,2673
6114,59,2415
6115,57,2173
6116,70,1825
6117,23,2607
6118,22,2849
6119,54,2195
6120,23,2634
6121,48,2448
6122,46,2363
6123,36,2152
6124,29,2377
6125,20,2401
6126,26,2691
6127,38,2520
6128,69,2258
6129,41,2117
6130,31,2219
6131,66,1851
6132,54,2388
6133,37,2379
6134,32,2597
6135,25,2793
6136,61,2128
6137,47,2361
6138,57,2393
6139,22,2866
6140,70,2125
6141,48,2079
6142,53,2262
6143,68,1985
6144,65,1803
6145,70,2166
6146,17,2860
6147,41,2426
6148,67,2144
6149,45,2098
6150,40,2177
6151,26,2357
6152,33,2205
6153,47,2343
6154,39,2107
6155,28,2569
6156,34,2525
6157,67,2140
6158,63,2174
6159,58,2124
6160,17,2472
6161,50,2276
6162,70,2257
6163,27,2400
6164,21,2593
6165,21,2866
6166,28,2763
6167,51,2209
6168,17,2772
6169,53,2073
6170,58,2022
6171,57,2192
6172,44,2343
6173,49,2493
6174,52,2191
6175,35,2462
6176,40,2134
6177,62,1882
6178,60,2275
6179,54,2422
6180,45,2212
6181,25,2862
6182,22,2481
6183,48,2386
6184,18,2302
6185,40,2289
6186,58,2149
6187,63,2250
6188,34,2178
6189,38,2026
6190,36,2467
6191,65,2203
6192,55,2216
6193,56,2431
6194,23,2418
6195,37,2383
6196,65,1826
6197,41,2412
6198,57,2219
6199,37,2559
6200,50,2437
6201,21,2382
6202,38,2274
6203,44,2500
6204,26,2766
6205,53,2415
6206,37,2538
6207,62,1858
6208,64,2050
6209,18,2592
6210,35,2211
6211,29,2334
6212,22,2805
6213,54,2022
6214,23,2746
6215,26,2496
6216,24,2302
6217,28,2613
6218,35,2181
6219,20,2403
6220,33,2319
6221,49,2448
6222,50,2358
6223,22,2516
6224,57,2064
6225,22,2826
6226,64,2190
6227,30,2521
6228,61,2201
6229,37,2367
6230,27,2605
6231,66,2176
6232,17,2369
6233,34,2576
6234,65,2213
6235,44,2432
6236,55,2285
6237,36,2529
6238,52,2313
6239,61,2079
6240,41,2364
6241,35,2113
6242,59,2293
6243,70,2080
6244,28,2633
6245,28,2410
6246,53,2378
6247,37,2122
6248,18,2373
6249,49,2462
6250,22,2657
6251,58,2499
6252,38,2248
6253,47,2390
6254,48,2183
6255,47,2468
6256,21,2731
6257,41,2422
6258,31,2528
6259,27,2730
6260,37,2436
6261,67,1843
6262,43,2236
6263,29,2724
6264,31,2409
6265,21,2562
6266,32,2291
6267,61,2066
6268,24,2885
6269,20,2441
6270,55,2139
6271,64,2096
6272,51,2329
6273,39,2129
6274,65,1946
6275,64,2245
6276,43,2499
6277,56,2213
6278,36,2394
6279,32,2310
6280,43,2242
6281,29,2776
6282,51,2333
6283,47,2487
6284,55,2382
6285,31,2088
6286,45,2330
6287,32,2380
6288,58,2183
6289,59,2385
6290,62,2025
6291,50,2129
6292,52,2046
6293,43,2207
6294,19,2711
6295,28,2432
6296,49,2412
6297,53,2380
6298,22,2775
6299,59,2216
6300,24,2893
6301,23,2320
6302,34,2590
6303,32,2548
6304,26,2379
6305,31,2062
6306,68,1931
6307,50,2176
6308,52,2126
6309,28,2461
6310,70,1974
6311,44,2375
6312,40,2154
6313,56,2429
6314,20,2467
6315,47,2211
6316,59,2433
6317,63,2000
6318,62,2149
6319,70,2211
6320,56,2381
6321,32,2179
6322,40,2077
6323,20,2377
6324,63,1960
6325,34,2032
6326,52,2091
6327,41,2475
6328,43,2457
6329,39,2459
6330,53,2255
6331,67,2227
6332,46,2475
6333,66,1909
6334,50,2406
6335,58,2292
6336,47,2346
6337,25,2591
6338,46,2235
6339,61,2169
6340,60,2041
6341,24,2553
6342,69,2261
6343,47,2019
6344,45,2031
6345,64,1903
6346,53,2160
6347,19,2494
6348,25,2510
6349,29,2889
6350,22,2408
6351,56,2063
6352,50,2181
6353,48,2207
6354,60,2067
6355,38,2090
6356,33,2468
6357,63,2201
6358,59,2273
6359,53,2498
6360,59,2118
6361,29,2854
6362,60,2022
6363,48,2418
6364,17,2565
6365,57,2336
6366,29,2727
6367,29,2384
6368,58,2291
6369,29,2458
6370,64,2183
6371,37,2536
6372,41,2019
6373,28,2307
6374,40,2064
6375,68,1859
6376,42,2075
6377,58,2048
6378,20,2876
6379,70,1998
6380,19,2625
6381,51,2458
6382,30,2399
6383,66,1823
6384,68,2048
6385,70,1913
6386,46,2265
6387,44,2399
6388,69,1804
6389,46,2388
6390,31,2530
6391,42,2031
6392,20,2341
6393,20,2496
6394,70,1832
6395,29,2589
6396,39,2487
6397,64,1981
6398,69,1921
6399,32,2491
6400,52,2424
6401,23,2755
6402,41,2199
6403,68,2118
6404,27,2872
6405,46,2441
6406,23,2812
6407,42,2460
6408,67,2006
6409,59,2310
6410,67,1998
6411,23,2782
6412,43,2116
6413,30,2269
6414,21,2475
6415,62,2171
6416,22,2782
6417,68,1981
6418,61,2272
6419,60,2027
6420,37,2276
6421,18,2698
6422,69,2039
6423,66,2222
6424,38,2513
6425,29,2475
6426,60,2001
6427,59,2380
6428,17,2885
6429,58,2081
6430,35,2096
6431,29,2863
6432,20,2897
6433,30,2358
6434,25,2827
6435,67,2212
6436,34,2397
6437,25,2537
6438,24,2542
6439,61,2139
6440,22,2605
6441,52,2043
6442,46,2482
6443,31,2472
6444,26,2826
6445,58,2233
6446,61,1953
6447,24,2714
6448,28,2673
6449,19,2870
6450,48,2166
6451,51,2027
6452,61,2155
6453,39,2340
6454,64,1944
6455,61,2055
6456,23,2730
6457,64,2224
6458,20,2539
6459,41,2423
6460,48,2130
6461,55,2398
6462,66,2121
6463,69,2088
6464,33,2589
6465,53,2247
6466,17,2362
6467,38,2438
6468,34,2458
6469,67,2246
6470,41,2427
6471,60,2197
6472,45,2411
6473,17,2887
6474,19,2386
6475,48,2235
6476,21,2403
6477,26,2421
6478,26,2486
6479,60,2188
6480,66,1881
6481,35,2086
6482,55,2378
6483,66,2288
6484,69,2283
6485,62,1923
6486,63,2185
6487,29,2401
6488,70,1994
6489,37,2085
6490,34,2319
6491,45,2024
6492,32,2152
6493,56,2251
6494,51,2465
6495,53,2493
6496,55,2040
6497,31,2418
6498,60,2152
6499,36,2490
6500,54,2217
6501,32,2361
6502,29,2718
6503,33,2506
6504,20,2530
6505,68,2259
6506,38,2584
6507,60,2255
6508,17,2516
6509,22,2430
6510,28,2330
6511,29,2746
6512,43,2212
6513,38,2011
6514,58,2290
6515,33,2431
6516,24,2872
6517,57,2038
6518,68,2128
6519,37,2183
6520,55,2136
6521,62,2128
6522,45,2170
6523,65,2050
6524,43,2086
6525,48,2069
6526,17,2709
6527,30,2011
6528,53,2237
6529,52,2139
6530,25,2839
6531,54,2001
6532,36,2527
6533,33,2579
6534,65,1953
6535,17,2758
6536,31,2131
6537,51,2070
6538,68,2267
6539,70,2006
6540,33,2578
6541,17,2579
6542,28,2376
6543,57,2101
6544,53,2050
6545,25,2325
6546,25,2546
6547,31,2126
6548,49,2036
6549,63,1870
6550,63,2137
6551,59,2309
6552,60,2175
6553,29,2347
6554,49,2054
6555,50,2220
6556,43,2168
6557,48,2216
6558,53,2414
6559,56,2090
6560,40,2410
6561,55,2328
6562,55,2242
6563,32,2193
6564,47,2340
6565,38,2188
6566,57,2376
6567,17,2380
6568,36,2319
6569,56,2352
6570,46,2254
6571,24,2799
6572,22,2406
6573,51,2030
6574,39,2544
6575,18,2337
6576,68,2114
6577,55,2357
6578,30,2398
6579,47,2326
6580,50,2458
6581,45,2223
6582,46,2122
6583,51,2015
6584,37,2301
6585,43,2198
6586,64,1975
6587,58,2121
6588,52,2019
6589,34,2514
6590,41,2347
6591,54,2403
6592,69,2102
6593,65,2272
6594,34,2589
6595,27,2385
6596,34,2064
6597,69,2232
6598,25,2897
6599,18,2488
6600,54,2471
6601,35,2395
6602,35,2583
6603,18,2378
6604,24,2718
6605,31,2074
6606,55,2077
6607,68,1936
6608,61,1909
6609,36,2203
6610,37,2239
6611,55,2467
6612,66,1830
6613,33,2535
6614,50,2333
6615,43,2146
6616,50,2154
6617,68,2195
6618,68,2122
6619,52,2135
6620,25,2606
6621,28,2859
6622,53,2136
6623,26,2858
6624,19,2834
6625,36,2539
6626,18,2524
6627,24,2714
6628,21,2325
6629,68,2220
6630,67,1854
6631,57,2420
6632,62,2135
6633,47,2381
6634,45,2350
6635,37,2307
6636,52,2050
6637,54,2485
6638,48,2382
6639,62,2026
6640,70,2094
6641,21,2720
6642,24,2482
6643,34,2488
6644,61,1901
6645,66,1885
6646,29,2627
6647,42,2421
6648,60,1885
6649,53,2296
6650,70,2090
6651,62,2187
6652,33,2347
6653,55,2171
6654,45,2353
6655,46,2170
6656,27,2833
6657,31,2482
6658,55,2464
6659,46,2231
6660,54,2447
6661,45,2367
6662,62,2282
6663,65,2190
6664,50,2084
6665,64,1882
6666,63,2075
6667,26,2362
6668,40,2293
6669,59,2310
6670,25,2585
6671,52,2101
6672,45,2307
6673,67,2253
6674,21,2535
6675,49,2434
6676,62,2296
6677,21,2350
6678,55,2003
6679,39,2324
6680,56,2486
6681,25,2343
6682,58,2393
6683,64,1890
6684,57,2070
6685,27,2496
6686,17,2470
6687,20,2798
6688,29,2806
6689,27,2609
6690,34,2160
6691,66,2074
6692,43,2234
6693,65,2063
6694,66,1987
6695,24,2726
6696,23,2615
6697,36,2395
6698,62,1825
6699,20,2519
6700,65,2278
6701,39,2505
6702,49,2455
6703,46,2457
6704,48,2026
6705,18,2324
6706,39,2462
6707,37,2543
6708,17,2529
6709,54,2367
6710,48,2347
6711,28,2365
6712,70,2300
6713,29,2733
6714,49,2189
6715,21,2500
6716,27,2796
6717,69,1821
6718,38,2029
6719,21,2557
6720,62,1994
6721,21,2329
6722,58,2469
6723,46,2371
6724,18,2726
6725,25,2712
6726,52,2497
6727,57,2025
6728,38,2265
6729,69,2020
6730,20,2591
6731,45,2226
6732,18,2580
6733,43,2226
6734,36,2340
6735,38,2481
6736,19,2451
6737,66,1820
6738,28,2417
6739,43,2277
6740,65,1957
6741,64,2295
6742,20,2703
6743,31,2442
6744,42,2206
6745,18,2750
6746,33,2323
6747,66,2029
6748,33,2340
6749,47,2316
6750,70,1925
6751,62,1960
6752,17,2377
6753,36,2021
6754,58,2137
6755,57,2269
6756,40,2411
6757,29,2605
6758,52,2181
6759,58,2155
6760,55,2112
6761,42,2171
6762,32,2171
6763,66,1960
6764,39,2565
6765,64,1873
6766,70,1985
6767,54,2036
6768,36,2168
6769,44,2259
6770,53,2454
6771,40,2022
6772,63,2255
6773,38,2145
6774,36,2488
6775,58,2469
6776,54,2345
6777,45,2352
6778,69,1877
6779,42,2255
6780,25,2426
6781,57,2077
6782,57,2250
6783,48,2172
6784,38,2405
6785,18,2605
6786,29,2634
6787,32,2216
6788,52,2055
6789,53,2002
6790,55,2076
6791,20,2342
6792,26,2510
6793,70,1991
6794,27,2365
6795,70,1823
6796,52,2128
6797,65,2243
6798,42,2378
6799,62,2171
6800,33,2595
6801,70,1830
6802,19,2856
6803,25,2559
6804,21,2557
6805,44,2486
6806,26,2486
6807,44,2112
6808,49,2278
6809,61,2078
6810,63,1939
6811,68,2142
6812,20,2581
6813,49,2342
6814,21,2830
6815,69,2127
6816,61,2247
6817,60,2210
6818,39,2266
6819,37,2402
6820,19,2863
6821,50,2343
6822,40,2003
6823,43,2419
6824,34,2130
6825,54,2383
6826,69,2051
6827,28,2662
6828,57,2271
6829,28,2454
6830,50,2091
6831,31,2313
6832,37,2106
6833,34,2508
6834,68,1983
6835,59,2042
6836,56,2237
6837,24,2474
6838,62,1936
6839,20,2311
6840,60,2216
6841,59,2045
6842,25,2301
6843,70,1913
6844,58,2354
6845,32,2165
6846,17,2879
6847,33,2192
6848,21,2803
6849,42,2404
6850,57,2208
6851,40,2377
6852,35,2362
6853,39,2246
6854,40,2359
6855,40,2370
6856,68,2026
6857,42,2139
6858,26,2566
6859,20,2652
6860,66,2086
6861,26,2792
6862,24,2580
6863,19,2847
6864,63,2261
6865,17,2354
6866,65,2088
6867,48,2266
6868,53,2233
6869,46,2350
6870,63,1914
6871,20,2848
6872,56,2228
6873,41,2114
6874,36,2259
6875,41,2060
6876,40,2226
6877,59,2361
6878,33,2266
6879,21,2853
6880,70,2022
6881,29,2431
6882,17,2710
6883,25,2797
6884,70,2083
6885,43,2469
6886,69,1951
6887,31,2075
6888,22,2671
6889,32,2414
6890,69,1948
6891,41,2191
6892,38,2204
6893,17,2534
6894,69,1864
6895,70,2239
6896,26,2590
6897,49,2389
6898,66,1925
6899,52,2497
6900,29,2817
6901,59,2395
6902,32,2343
6903,42,2189
6904,18,2486
6905,69,1869
6906,37,2228
6907,54,2067
6908,60,2061
6909,30,2380
6910,51,2406
6911,29,2635
6912,24,2533
6913,68,2257
6914,54,2476
6915,45,2088
6916,67,2037
6917,20,2319
6918,47,2392
6919,17,2388
6920,33,2191
6921,65,1959
6922,55,2344
6923,68,1964
6924,36,2428
6925,44,2430
6926,21,2644
6927,69,2100
6928,63,2058
6929,36,2180
6930,17,2311
6931,42,2362
6932,61,2105
6933,58,2406
6934,68,2046
6935,64,1833
6936,70,2005
6937,52,2299
6938,53,2314
6939,19,2409
6940,29,2787
6941,28,2762
6942,31,2595
6943,17,2478
6944,69,2142
6945,39,2400
6946,51,2451
6947,29,2554
6948,48,2372
6949,21,2887
6950,18,2676
6951,34,2307
6952,24,2866
6953,44,2481
6954,27,2454
6955,34,2167
6956,64,2221
6957,43,2403
6958,40,2113
6959,68,2137
6960,47,2419
6961,34,2301
6962,20,2314
6963,45,2193
6964,22,2474
6965,62,1899
6966,66,2098
6967,55,2433
6968,28,2889
6969,47,2062
6970,54,2450
6971,69,2060
6972,69,2011
6973,45,2274
6974,29,2762
6975,33,2226
6976,53,2124
6977,58,2405
6978,60,2070
6979,48,2496
6980,51,2022
6981,32,2132
6982,24,2423
6983,45,2427
6984,25,2323
6985,58,2237
6986,49,2353
6987,28,2389
6988,21,2316
6989,34,2563
6990,55,2320
6991,68,2062
6992,56,2477
6993,17,2837
6994,29,2578
6995,19,2884
6996,39,2559
6997,37,2544
6998,41,2086
6999,49,2352
7000,57,2151
7001,20,2435
7002,44,2312
7003,35,2404
7004,22,2874
7005,42,2444
7006,65,2145
7007,32,2571
7008,70,2176
7009,22,2530
7010,25,2337
7011,38,2202
7012,27,2455
7013,31,2277
7014,20,2898
7015,44,2249
7016,21,2803
7017,69,2215
7018,45,2361
7019,38,2482
7020,22,2510
7021,66,2144
7022,38,2525
7023,20,2818
7024,25,2638
7025,21,2618
7026,22,2827
7027,56,2051
7028,62,2099
7029,26,2422
7030,20,2766
7031,28,2597
7032,70,2210
7033,56,2381
7034,55,2101
7035,62,2165
7036,69,1839
7037,62,1884
7038,60,2267
7039,67,2238
7040,53,2033
7041,28,2480
7042,35,2280
7043,57,2215
7044,26,2654
7045,62,1873
7046,19,2606
7047,37,2194
7048,63,2200
7049,58,2377
7050,47,2096
7051,36,2171
7052,30,2298
7053,53,2349
7054,42,2086
7055,60,2035
7056,27,2340
7057,27,2897
7058,26,2414
7059,24,2780
7060,52,2456
7061,68,2143
7062,36,2006
7063,48,2426
7064,49,2232
7065,70,1990
7066,22,2811
7067,63,2086
7068,28,2801
7069,58,2075
7070,41,2054
7071,40,2432
7072,49,2094
7073,58,2110
7074,29,2729
7075,35,2146
7076,36,2294
7077,56,2478
7078,22,2447
7079,63,1987
7080,70,2223
7081,52,2061
7082,63,2015
7083,47,2276
7084,34,2269
7085,45,2438
7086,38,2015
7087,27,2632
7088,44,2069
7089,54,2230
7090,66,2269
7091,39,2572
7092,27,2545
7093,26,2808
7094,32,2202
7095,54,2400
7096,42,2336
7097,63,2040
7098,25,2377
7099,50,2336
7100,29,2795
7101,64,1917
7102,24,2475
7103,48,2357
7104,18,2446
7105,30,2049
7106,65,1805
7107,56,2057
7108,48,2242
7109,64,1936
7110,26,2633
7111,70,2154
7112,21,2395
7113,28,2743
7114,40,2060
7115,39,2342
7116,63,2185
7117,29,2478
7118,60,2085
7119,35,2164
